Name,Titel,Anmerkungen,Reihe,Personen,Erscheinungsort: Verlag,Erscheinungsjahr,Auflage,Verlag,Address,Description,URL_WorldCat,Inhalt,TimeStamp,fshop,isoLand,iso2Sprache,Latitude,Longitude,WorldCat_ID,WorldCat_Link
Das Fräulein von Scuderi. Erzählung aus d. Zeitalter Ludwig d. XIV.; mit e. Nachw.,Das Fräulein von Scuderi. Erzählung aus d. Zeitalter Ludwig d. XIV.; mit e. Nachw.,E.T.A. Hoffmann.,Universal-Bibliothek; Nr. 25 Universal-Bibliothek; Nr. 25,Hoffmann&comma;E.T.A.,Stuttgart: Reclam,1972,[Nachdr.],Reclam,Stuttgart,<b>Das Fräulein von Scuderi.</b> Erzählung aus d. Zeitalter Ludwig d. XIV.; mit e. Nachw.<br>Stuttgart: Reclam 1972. [Nachdr.] Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/74127332" target="_blank">(OCoLC)74127332</a>,,1972,FS,DEU,ger,48.7775,9.18,(OCoLC)74127332,http://www.worldcat.org/oclc/74127332
Das Frũlein von Scuderi.,Das Frũlein von Scuderi.,E.T.A. Hoffmann ; Vereinfachte Fassung von Holger Hartmann.,Lesen leicht gemacht 55911,Hoffmann&comma;E.T.A.; Hartmann&comma;Holger,Stuttgart: Ernst Klett,1972,,Ernst Klett,Stuttgart,<b>Das Frũlein von Scuderi.</b><br>Stuttgart: Ernst Klett 1972. Hoffmann&comma;E.T.A.; Hartmann&comma;Holger.,<a href="http://www.worldcat.org/oclc/943614922" target="_blank">(OCoLC)943614922</a>,,1972,FS,DEU,ger,48.7775,9.18,(OCoLC)943614922,http://www.worldcat.org/oclc/943614922
De Notenkraker.,De Notenkraker.,E.T.A. Hoffmann ; opnieuw verteld door Eduard Petiska ; ill. van Dagmar Berkova.,,Hoffmann&comma;E.T.A.; Petiska&comma;Eduard; Berkova&comma;Dagmar,Haarlem: Holland,1972,2e dr.,Holland,Haarlem,<b>De Notenkraker.</b><br>Haarlem: Holland 1972. 2e dr. Hoffmann&comma;E.T.A.; Petiska&comma;Eduard; Berkova&comma;Dagmar.,<a href="http://www.worldcat.org/oclc/66693336" target="_blank">(OCoLC)66693336</a>,,1972,NM,NLD,dut,52.380277777778,4.6405555555556,(OCoLC)66693336,http://www.worldcat.org/oclc/66693336
Der goldne Topf. Ein Märchen aus d. neuen Zeit.,Der goldne Topf. Ein Märchen aus d. neuen Zeit.,E.T.A. Hoffmann. Mit e. Nachw. von Konrad Nussbächer.,Universal-Bibliothek; Nr. 101/102 Universal-Bibliothek; Nr. 101/102,Hoffmann&comma;E.T.A.,Stuttgart: Reclam,1972,[Nachdr.],Reclam,Stuttgart,<b>Der goldne Topf.</b> Ein Märchen aus d. neuen Zeit.<br>Stuttgart: Reclam 1972. [Nachdr.] Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/74108941" target="_blank">(OCoLC)74108941</a>,,1972,GT,DEU,ger,48.7775,9.18,(OCoLC)74108941,http://www.worldcat.org/oclc/74108941
Der Musikfeind. Aus d. Schriften d. Kapellmeisters Johannes Kreisler.,Der Musikfeind. Aus d. Schriften d. Kapellmeisters Johannes Kreisler.,E.T.A. Hoffmann. Ausgew. u. erl. von Herbert Schulze.,,Hoffmann&comma;E.T.A.,Leipzig: Deutscher Verlag f. Musik&comma;VEB,[1972],1. Aufl.,Deutscher Verlag f. Musik&comma;VEB,Leipzig,<b>Der Musikfeind.</b> Aus d. Schriften d. Kapellmeisters Johannes Kreisler.<br>Leipzig: Deutscher Verlag f. Musik&comma;VEB [1972]. 1. Aufl. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/74093840" target="_blank">(OCoLC)74093840</a>,,1972,KR,DEU,ger,51.34,12.375,(OCoLC)74093840,http://www.worldcat.org/oclc/74093840
Der Sandmann ; Das öde Haus. Nachtstücke.,Der Sandmann ; Das öde Haus. Nachtstücke.,Von E.T.A. Hoffmann ; hrsg. von Manfred Wacker.,Universal-Bibliothek; Bd. 230,Hoffmann&comma;E.T.A.; Wacker&comma;Manfred,Stuttgart: Philipp Reclam jun.,1972,,Philipp Reclam jun.,Stuttgart,<b>Der Sandmann ; Das öde Haus.</b> Nachtstücke.<br>Stuttgart: Philipp Reclam jun. 1972. Hoffmann&comma;E.T.A.; Wacker&comma;Manfred.,<a href="http://www.worldcat.org/oclc/1003209310" target="_blank">(OCoLC)1003209310</a>,,1972,a2a,DEU,ger,48.7775,9.18,(OCoLC)1003209310,http://www.worldcat.org/oclc/1003209310
Der unheimliche Gast und andere Erzählungen.,Der unheimliche Gast und andere Erzählungen.,E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.; Steiner-Prag&comma;Hugo,Stuttgart: Europ. Bildungsgemeinschaft Verl.,[ca. 1972],Lizenzausgabe,Europ. Bildungsgemeinschaft Verl.,Stuttgart,<b>Der unheimliche Gast und andere Erzählungen.</b><br>Stuttgart: Europ. Bildungsgemeinschaft Verl. [ca. 1972]. Lizenzausgabe Hoffmann&comma;E.T.A.; Steiner-Prag&comma;Hugo.,<a href="http://www.worldcat.org/oclc/1069212472" target="_blank">(OCoLC)1069212472</a>,,1972,a2a,DEU,ger,48.7775,9.18,(OCoLC)1069212472,http://www.worldcat.org/oclc/1069212472
Die Bergwerke zu Falun. Der Artushof.,Die Bergwerke zu Falun. Der Artushof.,E.T.A. Hoffmann ; mit einem Nachwort von Hans Pörnbacher.,Reclams Universal-Bibliothek; Nr. 8991.,Hoffmann&comma;E.T.A.; Pörnbacher&comma;Hans,Stuttgart: P. Reclam,1972,,P. Reclam,Stuttgart,<b>Die Bergwerke zu Falun.</b> Der Artushof.<br>Stuttgart: P. Reclam 1972. Hoffmann&comma;E.T.A.; Pörnbacher&comma;Hans.,<a href="http://www.worldcat.org/oclc/1078433669" target="_blank">(OCoLC)1078433669</a>,,1972,BF,DEU,ger,48.7775,9.18,(OCoLC)1078433669,http://www.worldcat.org/oclc/1078433669
Die Elixiere des Teufels ; Letzte Erzählungen. Aus dem Nachlass.,Die Elixiere des Teufels ; Letzte Erzählungen. Aus dem Nachlass.,E.T.A. Hoffmann. [Hrsg. von Hannsludwig Geiger].,Sämtliche poetischen Werke / E.T.A. Hoffmann; Bd. 4 Die Tempel-Klassiker,Hoffmann&comma;E.T.A.,Wiesbaden: Vollmer,[1972],Sonderausg.,Vollmer,Wiesbaden,<b>Die Elixiere des Teufels ; Letzte Erzählungen. Aus dem Nachlass.</b><br>Wiesbaden: Vollmer [1972]. Sonderausg. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/74107989" target="_blank">(OCoLC)74107989</a>,,1972,a2a,DEU,ger,50.0825,8.24,(OCoLC)74107989,http://www.worldcat.org/oclc/74107989
Die Elixiere des Teufels. [Nachgelassene Papiere des Bruders Medardus&comma;eines Kapuziners] ; Letzte Erzählungen ; Aus dem Nachlass.,Die Elixiere des Teufels. [Nachgelassene Papiere des Bruders Medardus&comma;eines Kapuziners] ; Letzte Erzählungen ; Aus dem Nachlass.,E.T.A. Hoffmann ; [hrsg. von Hannsludwig Geiger].,Die Tempel-Klassiker Sämtliche poetischen Werke / E. T. A. Hoffmann; Bd. 4,Hoffmann&comma;E.T.A.; Geiger&comma;Hannsludwig; Hoffmann&comma;E.T.A.,Wiesbaden: Emil Vollmer,[1972],,Emil Vollmer,Wiesbaden,<b>Die Elixiere des Teufels.</b> [Nachgelassene Papiere des Bruders Medardus&comma;eines Kapuziners] ; Letzte Erzählungen ; Aus dem Nachlass.<br>Wiesbaden: Emil Vollmer [1972]. Hoffmann&comma;E.T.A.; Geiger&comma;Hannsludwig; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/749747959" target="_blank">(OCoLC)749747959</a>,,1972,ET,DEU,ger,50.0825,8.24,(OCoLC)749747959,http://www.worldcat.org/oclc/749747959
Die Serapionsbrüder.,Die Serapionsbrüder.,E.T.A. Hoffmann. [Hrsg. von Hannsludwig Geiger].,Sämtliche poetischen Werke / E.T.A. Hoffmann; Bd. 2 Die Tempel-Klassiker,Hoffmann&comma;E.T.A.,Wiesbaden: Vollmer,1972&comma;[1972],Sonderausg.,Vollmer,Wiesbaden,<b>Die Serapionsbrüder.</b><br>Wiesbaden: Vollmer 1972&comma;[1972]. Sonderausg. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/74107991" target="_blank">(OCoLC)74107991</a>,,1972,SB,DEU,ger,50.0825,8.24,(OCoLC)74107991,http://www.worldcat.org/oclc/74107991
E.T.A. Hoffmann. [Sämtliche poetischen Werke]. ,E.T.A. Hoffmann. [Sämtliche poetischen Werke]. ,Hrsg. von Hannsludwig Geiger.,,Hoffmann&comma;E.T.A.; Geiger&comma;Hannsludwig,Wiesbaden: Vollmer,[1972?],Sonderausg.,Vollmer,Wiesbaden,<b>E.T.A. Hoffmann.</b> [Sämtliche poetischen Werke].<br>Wiesbaden: Vollmer [1972?]. Sonderausg. Hoffmann&comma;E.T.A.; Geiger&comma;Hannsludwig.,<a href="http://www.worldcat.org/oclc/2758193" target="_blank">(OCoLC)02758193</a>,1. Bd. Phantasiestücke in Callots Manier. Nachtstücke. Seltsame Leiden eines Theaterdirektors.<br>2. Bd. Die Serapionsbrüder.<br>3. Bd. Lebensansichten des Katers Murr. Meister Floh. Prinzessin Brambilla. Klein Zaches genannt Zinnober.<br>4. Bd. Die Elixiere des Teufels. Letzte Erzählungen. Auf dem Nachlass.,1972,a1,DEU,ger,50.0825,8.24,(OCoLC)02758193,http://www.worldcat.org/oclc/2758193
El hombre de la arena. Y otros cuentos.,El hombre de la arena. Y otros cuentos.,E.T.A. Hoffmann ; traducción e introducción: Carmen Bravo-Villasante.,Novelas y cuentos; 110 : Sección Literatura. Serie Literatura Alemana. Narraciones. Siglo XIX,Hoffmann&comma;E.T.A.,Madrid: E.M.E.S.A.,1972,,E.M.E.S.A.,Madrid,<b>El hombre de la arena.</b> Y otros cuentos.<br>Madrid: E.M.E.S.A. 1972. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/5522428" target="_blank">(OCoLC)05522428</a>,,1972,SM,ESP,spa,40.416666666666664,-3.7025,(OCoLC)05522428,http://www.worldcat.org/oclc/5522428
El hombre de la arena y otros cuentos.,El hombre de la arena y otros cuentos.,E.T.A. Hoffmann.,Novelas y cuentos. Serie Literatura; 110,Hoffmann&comma;E.T.A.; Bravo Villasante&comma;Carmen,Madrid: Editorial Magisterio Español,1972,,Editorial Magisterio Español,Madrid,<b>El hombre de la arena y otros cuentos.</b><br>Madrid: Editorial Magisterio Español 1972. Hoffmann&comma;E.T.A.; Bravo Villasante&comma;Carmen.,<a href="http://www.worldcat.org/oclc/630267657" target="_blank">(OCoLC)630267657</a>,,1972,a2a,ESP,spa,40.416666666666664,-3.7025,(OCoLC)630267657,http://www.worldcat.org/oclc/630267657
El tonelero de Nuremberg.,El tonelero de Nuremberg.,E. Th. A. Hoffmann (Traducción de Julio Drescher. Ilustraciones: grabados de Alberto Durero. Edición de José María Carandell).,Moby Dick. Biblioteca de Bolsillo-Junior v. 3,Hoffmann&comma;E.T.A.; Dürer&comma;Albrecht; Carandell&comma;José María,Barcelona: La Gaya Ciencia,1972,,La Gaya Ciencia,Barcelona,<b>El tonelero de Nuremberg.</b><br>Barcelona: La Gaya Ciencia 1972. Hoffmann&comma;E.T.A.; Dürer&comma;Albrecht; Carandell&comma;José María.,<a href="http://www.worldcat.org/oclc/431937754" target="_blank">(OCoLC)431937754</a>,,1972,MM,ESP,spa,41.3825,2.1769444444444,(OCoLC)431937754,http://www.worldcat.org/oclc/431937754
ha-Ahuzah ṿeha-ʻalmah deh-Sḳuderi. Shene sipurim.,ha-Ahuzah ṿeha-ʻalmah deh-Sḳuderi. Shene sipurim.,E.T.A. Hofman ; tirgem mi-Germanit ... Mordekhai Avi-Shaʼul.,Sifriyat gavish,Hoffmann&comma;E.T.A.,Tel Aviv: Devir,1972 or 1973,,Devir,Tel Aviv,<b>ha-Ahuzah ṿeha-ʻalmah deh-Sḳuderi.</b> Shene sipurim.<br>Tel Aviv: Devir 1972 or 1973. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/19160013" target="_blank">(OCoLC)19160013</a>,,1972,FS,ISR,heb,32.08,34.78,(OCoLC)19160013,http://www.worldcat.org/oclc/19160013
Hoffmanns Werke. In drei Bänden.,Hoffmanns Werke. In drei Bänden.,Ausgewählt und eingeleitet von Gerhard Schneider.,Bibliothek deutscher Klassiker,Hoffmann&comma;E.T.A.; Schneider&comma;Gerhard,Berlin: Aufbau Verlag,1972,4. Aufl.,Aufbau Verlag,Berlin,<b>Hoffmanns Werke.</b> In drei Bänden.<br>Berlin: Aufbau Verlag 1972. 4. Aufl. Hoffmann&comma;E.T.A.; Schneider&comma;Gerhard.,<a href="http://www.worldcat.org/oclc/29686522" target="_blank">(OCoLC)29686522</a>,Bd. 1-2. Erzählungen und Märchen.<br>Bd. 3. Lebensansichten des Katers Murr.,1972,a2a,DEU,eng,52.516666666667,13.383333333333,(OCoLC)29686522,http://www.worldcat.org/oclc/29686522
Hoffmanns Werke in 3 Bände.,Hoffmanns Werke in 3 Bände.,(Ausgewählt und Eingeleitet von Gerhard Schneider.,Bibliothek deutscher Klassiker,Hoffmann&comma;E.T.A.; Schneider&comma;Gerhard,Berlin&comma;Weimar: Aufbau Verlag,1972,4. Aufl.).,Aufbau Verlag,Berlin&comma;Weimar,<b>Hoffmanns Werke in 3 Bände.</b><br>Berlin&comma;Weimar: Aufbau Verlag 1972. 4. Aufl.). Hoffmann&comma;E.T.A.; Schneider&comma;Gerhard.,<a href="http://www.worldcat.org/oclc/12952946" target="_blank">(OCoLC)12952946</a>,1.-2. Bd. Erzählungen und Märchen.<br>3. Bd. Lebensansichten des Katers Murr.,1972,a2a,DEU,ger,50.983333333333,11.316666666667,(OCoLC)12952946,http://www.worldcat.org/oclc/12952946
Hoffmanns Werke in drei banden. ,Hoffmanns Werke in drei banden. ,E.T.A. Hoffmann.,Bibliothek deutscher Klassiker,Hoffmann&comma;E.T.A.,Berlin: Aufbau Verlag,1972,,Aufbau Verlag,Berlin,<b>Hoffmanns Werke in drei banden.</b><br>Berlin: Aufbau Verlag 1972. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/434968156" target="_blank">(OCoLC)434968156</a>,Bd. 1. Einleitung. Ritter Gluck. Don Juan. Kreisleriana. Die Vision auf dem Schlachtfelde bei Dresden. Der goldne Topf. Klein Zaches genannt Zinnober<br>Bd. 2. Meister Martin der Küfner und seine Gesellen. Das Fräulein von Scuderi. Meister Floh. Des Vetters Eckfenster<br>Bd. 3. Lebensansichten des Katers Murr nebst fragmentarischer Biographie des Kapellmeisters Johannes Kreisler in zufälligen Makulaturblättern.,1972,a1,DEU,ger,52.516666666667,13.383333333333,(OCoLC)434968156,http://www.worldcat.org/oclc/434968156
Kreĭsleriana ; Zhiteĭskie vozzrenii︠a︡ Kota Murra ; Dnevniki.,Kreĭsleriana ; Zhiteĭskie vozzrenii︠a︡ Kota Murra ; Dnevniki.,Ėrnst Teodor Amadeĭ Gofman ; izdanie podgotovili I.F. Bėlza&comma;A.S. Golemba&comma;O.K. Loginova.,Literaturnye pami︠a︡tniki,Hoffmann&comma;E.T.A.; Bėlza&comma;Igorʹ; Golemba&comma;Aleksandr Solomonovich; et al.,Moskva: Izd-vo &quot;Nauka&quot;,1972,,Izd-vo &quot;Nauka&quot;,Moskva,<b>Kreĭsleriana ; Zhiteĭskie vozzrenii︠a︡ Kota Murra ; Dnevniki.</b><br>Moskva: Izd-vo &quot;Nauka&quot; 1972. Hoffmann&comma;E.T.A.; Bėlza&comma;Igorʹ; Golemba&comma;Aleksandr Solomonovich; et al.,<a href="http://www.worldcat.org/oclc/19003980" target="_blank">(OCoLC)19003980</a>,,1972,LM,RUS,rus,55.755833333333,37.617777777778,(OCoLC)19003980,http://www.worldcat.org/oclc/19003980
La princesa Brambilla.,La princesa Brambilla.,E.T.A. Hoffmann [Traducción: Manuel P. del Río- Cossa].,Biblioteca de Bolsillo v. 11,Hoffmann&comma;E.T.A.,Madrid: La Fontana Literaria,[1972],,La Fontana Literaria,Madrid,<b>La princesa Brambilla.</b><br>Madrid: La Fontana Literaria [1972]. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/431937720" target="_blank">(OCoLC)431937720</a>,,1972,PB,ESP,spa,40.416666666666664,-3.7025,(OCoLC)431937720,http://www.worldcat.org/oclc/431937720
La Princesa Brambilla.,La Princesa Brambilla.,E.T.A. Hoffmann.,Fontana literaria; 11.,Hoffmann&comma;E.T.A.,Madrid: Mauricio d'Ors,DL 1972,,Mauricio d'Ors,Madrid,<b>La Princesa Brambilla.</b><br>Madrid: Mauricio d'Ors DL 1972. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/802696653" target="_blank">(OCoLC)802696653</a>,,1972,PB,ESP,spa,40.416666666666664,-3.7025,(OCoLC)802696653,http://www.worldcat.org/oclc/802696653
Lebensansichten des Katers Murr.,Lebensansichten des Katers Murr.,,Sämtliche poetischen Werke / E. T. A. Hoffmann; herausgegeben von Hannsludwig Geiger 3. Band &#152;Die&#156; Tempel-Klassiker,Hoffmann&comma;E.T.A.; Geiger&comma;Hannsludwig,Wiesbaden: Emil Vollmer Verlag,[1972],Sonderausgabe,Emil Vollmer Verlag,Wiesbaden,<b>Lebensansichten des Katers Murr.</b><br>Wiesbaden: Emil Vollmer Verlag [1972]. Sonderausgabe Hoffmann&comma;E.T.A.; Geiger&comma;Hannsludwig.,<a href="http://www.worldcat.org/oclc/1040694292" target="_blank">(OCoLC)1040694292</a>,,1972,LM,DEU,ger,50.0825,8.24,(OCoLC)1040694292,http://www.worldcat.org/oclc/1040694292
Lebens-Ansichten des Katers Murr. Nebst fragmentar. Biographie d. Kapellmeisters Johannes Kreisler in zufälligen Makulaturblättern.,Lebens-Ansichten des Katers Murr. Nebst fragmentar. Biographie d. Kapellmeisters Johannes Kreisler in zufälligen Makulaturblättern.,E.T.A. Hoffmann ; mit Anh. u. Nachw. hrsg. von Hartmut Steinecke.,Universal-Bibliothek; 153-58,Hoffmann&comma;E.T.A.; Steinecke&comma;Hartmut,Stuttgart: Reclam,1972,,Reclam,Stuttgart,<b>Lebens-Ansichten des Katers Murr.</b> Nebst fragmentar. Biographie d. Kapellmeisters Johannes Kreisler in zufälligen Makulaturblättern.<br>Stuttgart: Reclam 1972. Hoffmann&comma;E.T.A.; Steinecke&comma;Hartmut.,<a href="http://www.worldcat.org/oclc/314176333" target="_blank">(OCoLC)314176333</a>,,1972,LM,DEU,ger,48.7775,9.18,(OCoLC)314176333,http://www.worldcat.org/oclc/314176333
Lebensansichten des Katers Murr. Nebst fragmentarischer Biographie des Kapellmeisters Johannes Kreisler in zufälligen Makulaturblättern.,Lebensansichten des Katers Murr. Nebst fragmentarischer Biographie des Kapellmeisters Johannes Kreisler in zufälligen Makulaturblättern.,Ausgewählt und eingeleitet von Gerhard Schneider.,Bibliothek deutscher Klassiker Hoffmanns Werke in drei Bänden; Dritter Band,Hoffmann&comma;E.T.A.; Schneider&comma;Gerhard,Berlin: Aufbau-Verlag,1972,,Aufbau-Verlag,Berlin,<b>Lebensansichten des Katers Murr.</b> Nebst fragmentarischer Biographie des Kapellmeisters Johannes Kreisler in zufälligen Makulaturblättern.<br>Berlin: Aufbau-Verlag 1972. Hoffmann&comma;E.T.A.; Schneider&comma;Gerhard.,<a href="http://www.worldcat.org/oclc/1002065393" target="_blank">(OCoLC)1002065393</a>,,1972,LM,DEU,ger,52.516666666667,13.383333333333,(OCoLC)1002065393,http://www.worldcat.org/oclc/1002065393
Meister Floh. Ein Märchen in 7 Abenteuern zweier Freunde.,Meister Floh. Ein Märchen in 7 Abenteuern zweier Freunde.,E.T.A. Hoffmann.,R.C.-Bibliothek,Hoffmann&comma;E.T.A.,Baden-Baden: [Raab],1972&comma;[1972],,[Raab],Baden-Baden,<b>Meister Floh.</b> Ein Märchen in 7 Abenteuern zweier Freunde.<br>Baden-Baden: [Raab] 1972&comma;[1972]. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/75153493" target="_blank">(OCoLC)75153493</a>,,1972,MF,DEU,ger,48.761944444444,8.2408333333333,(OCoLC)75153493,http://www.worldcat.org/oclc/75153493
Meister Floh. Ein Märchen in 7 Abenteuern zweier Freunde.,Meister Floh. Ein Märchen in 7 Abenteuern zweier Freunde.,E.T.A. Hoffmann ; [mit e. Nachw. von Gustav Erdmann u. Ill. von Ruth Knorr].,,Hoffmann&comma;E.T.A.,Berlin: Union-Verlag&comma;VOB,1972,1. Aufl.,Union-Verlag&comma;VOB,Berlin,<b>Meister Floh.</b> Ein Märchen in 7 Abenteuern zweier Freunde.<br>Berlin: Union-Verlag&comma;VOB 1972. 1. Aufl. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/74127363" target="_blank">(OCoLC)74127363</a>,,1972,MF,DEU,ger,52.516666666667,13.383333333333,(OCoLC)74127363,http://www.worldcat.org/oclc/74127363
Musikalni noveli.,Musikalni noveli.,E.T.A. Chofman.,,Hoffmann&comma;E.T.A.,Sofia: Nauka i Iskustvo,1972,,Nauka i Iskustvo,Sofia,<b>Musikalni noveli.</b><br>Sofia: Nauka i Iskustvo 1972. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/633313789" target="_blank">(OCoLC)633313789</a>,,1972,a2a,BGR,bul,42.697886,23.321726,(OCoLC)633313789,http://www.worldcat.org/oclc/633313789
Muzikalni noveli.,Muzikalni noveli.,E.T.A. Chofman. Prevela ot nemski Lilija Ničkova-Gleminova.,,Hoffmann&comma;E.T.A.,Sofia: Nauka i izkustvo,1972,,Nauka i izkustvo,Sofia,<b>Muzikalni noveli.</b><br>Sofia: Nauka i izkustvo 1972. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/72404170" target="_blank">(OCoLC)72404170</a>,,1972,a2a,BGR,bul,42.697886,23.321726,(OCoLC)72404170,http://www.worldcat.org/oclc/72404170
Phantasiestücke in Callots Manier ; Nachtstücke. Seltsame Leiden eines Theaterdirektors.,Phantasiestücke in Callots Manier ; Nachtstücke. Seltsame Leiden eines Theaterdirektors.,E.T.A. Hoffmann. [Hrsg. von Hannsludwig Geiger].,Sämtliche poetischen Werke / E.T.A. Hoffmann; Bd. 1 Die Tempel-Klassiker,Hoffmann&comma;E.T.A.,Wiesbaden: Vollmer,[1972],Sonderausg.,Vollmer,Wiesbaden,<b>Phantasiestücke in Callots Manier ; Nachtstücke. Seltsame Leiden eines Theaterdirektors.</b><br>Wiesbaden: Vollmer [1972]. Sonderausg. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/74107992" target="_blank">(OCoLC)74107992</a>,,1972,a2a,DEU,ger,50.0825,8.24,(OCoLC)74107992,http://www.worldcat.org/oclc/74107992
Prinzessin Brambilla.,Prinzessin Brambilla.,Edited by M.M. Raraty.,Blackwell's German texts,Hoffmann&comma;E.T.A.; Raraty&comma;M. M.,Oxford: Blackwell,1972,,Blackwell,Oxford,<b>Prinzessin Brambilla.</b><br>Oxford: Blackwell 1972. Hoffmann&comma;E.T.A.; Raraty&comma;M. M.,<a href="http://www.worldcat.org/oclc/1181704" target="_blank">(OCoLC)01181704</a>,,1972,PB,GBR,ger,51.751944444444,-1.2577777777778,(OCoLC)01181704,http://www.worldcat.org/oclc/1181704
Prinzessin Brambilla. Ein Capriccio nach Jakob Callot.,Prinzessin Brambilla. Ein Capriccio nach Jakob Callot.,E.T.A. Hoffmann ; herausgegeben von Wolfgang Nehring ; mit 8 Kupfern nach Callotschen Originalblattern.,Universal-Bibliothek,Hoffmann&comma;E.T.A.,Stuttgart: Reclam,1972,,Reclam,Stuttgart,<b>Prinzessin Brambilla.</b> Ein Capriccio nach Jakob Callot.<br>Stuttgart: Reclam 1972. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1032365077" target="_blank">(OCoLC)1032365077</a>,,1972,PB,DEU,ger,48.7775,9.18,(OCoLC)1032365077,http://www.worldcat.org/oclc/1032365077
Sämtliche poetische Werke. 1 ; Phantasiestücke in Callots Manier. Nachtstücke. Seltsame Leiden eines Theaterdirektors.,Sämtliche poetische Werke. 1 ; Phantasiestücke in Callots Manier. Nachtstücke. Seltsame Leiden eines Theaterdirektors.,E.T.A. Hoffmann. [Hrsg. von Hannsludwig Geiger].,,Hoffmann&comma;E.T.A.,Wiesbaden: Vollmer,[1972],,Vollmer,Wiesbaden,<b>Sämtliche poetische Werke.</b> 1 ; Phantasiestücke in Callots Manier. Nachtstücke. Seltsame Leiden eines Theaterdirektors.<br>Wiesbaden: Vollmer [1972]. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/313407440" target="_blank">(OCoLC)313407440</a>,,1972,a1,DEU,ger,50.0825,8.24,(OCoLC)313407440,http://www.worldcat.org/oclc/313407440
Sämtliche poetische Werke. 2 ; Die Serapionsbrüder.,Sämtliche poetische Werke. 2 ; Die Serapionsbrüder.,E.T.A. Hoffmann. [Hrsg. von Hannsludwig Geiger].,,Hoffmann&comma;E.T.A.,Wiesbaden: Vollmer,[1972],,Vollmer,Wiesbaden,<b>Sämtliche poetische Werke.</b> 2 ; Die Serapionsbrüder.<br>Wiesbaden: Vollmer [1972]. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/313407446" target="_blank">(OCoLC)313407446</a>,,1972,a2a,DEU,ger,50.0825,8.24,(OCoLC)313407446,http://www.worldcat.org/oclc/313407446
